Score	Deviation	Certification	Comment
219	74	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
220	74	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
221	74	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
222	74	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
223	74	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
224	74	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
225	74	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
226	74	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
227	74	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
228	74	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
229	74	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
230	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
231	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
232	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
233	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
234	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
235	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
236	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
237	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
238	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
239	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
240	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
241	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
242	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
243	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
244	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
245	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
246	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
247	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
248	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
249	75	パワーカップル	"まさに“強い夫婦”。
どちらか一方に大きく依存せず、
お互いのキャリアが美しく補完しあうレベルです。"
